Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,FET Type,Technology,Drain to Source Voltage (Vdss),Current - Continuous Drain (Id) @ 25°C,"Drive Voltage (Max Rds On, Min Rds On)","Rds On (Max) @ Id, Vgs",Vgs(th) (Max) @ Id,Gate Charge (Qg) (Max) @ Vgs,Vgs (Max),Input Capacitance (Ciss) (Max) @ Vds,FET Feature,Power Dissipation (Max),Operating Temperature,Grade,Qualification,Mounting Type,Supplier Device Package,Package /Case
https://ww1.microchip.com/downloads/en/DeviceDoc/20005703A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6532/150%7EC04-104%7ECB%2CNB%2CTT%7E3.jpg,"DN3135K1-GTR-ND,DN3135K1-GCT-ND,DN3135K1-GDKR-ND",DN3135K1-G,Microchip Technology,Microchip Technology,MOSFET N-CH 350V 72MA SOT23-3,"90,524",59.05,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,"N-Channel, Depletion Mode",MOSFET (Metal Oxide),350 V,72mA (Tj),0V,"35Ohm @ 150mA, 0V",-,-,±20V,120 pF @ 25 V,-,360mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://toshiba.semicon-storage.com/info/docget.jsp?did=35714&prodName=SSM3K341R,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2588/SOT-23-3%20Flat%20Leads%20PKG.jpg,"SSM3K341RLFTR-ND,SSM3K341RLFCT-ND,SSM3K341RLFDKR-ND","SSM3K341R,LF",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,MOSFET N-CH 60V 6A SOT-23F,"53,573",59.05,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",U-MOSVIII-H,Active,N-Channel,MOSFET (Metal Oxide),60 V,6A (Ta),"4V, 10V","36mOhm @ 5A, 10V",2.5V @ 100µA,9.3 nC @ 10 V,±20V,550 pF @ 10 V,-,1.2W (Ta),-55°C ~ 175°C (TJ),-,-,Surface Mount,SOT-23F,SOT-23-3 Flat Leads
https://www.onsemi.com/pdf/datasheet/fdn028n20-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6164/488%7EMKT-MA03B%7E%7E3.jpg,"FDN028N20OSTR-ND,FDN028N20OSCT-ND,FDN028N20OSDKR-ND",FDN028N20,onsemi,onsemi,MOSFET N-CH 20V 6.1A SUPERSOT3,"34,533",59.05,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),20 V,6.1A (Tc),"2.5V, 4.5V","28mOhm @ 5.2A, 4.5V",1.5V @ 250µA,6 nC @ 4.5 V,±12V,600 pF @ 10 V,-,1.5W (Tc),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.vishay.com/docs/65884/sq1440eh.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5550%7EH%2CL%7E6.jpg,"SQ1440EH-T1_GE3TR-ND,SQ1440EH-T1_GE3CT-ND,SQ1440EH-T1_GE3DKR-ND",SQ1440EH-T1_GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 60V 1.7A SC70-6,"18,234",59.05,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,N-Channel,MOSFET (Metal Oxide),60 V,1.7A (Tc),"4.5V, 10V","120mOhm @ 3.8A, 10V",2.5V @ 250µA,5.5 nC @ 10 V,±20V,344 pF @ 15 V,-,3.3W (Tc),-55°C ~ 175°C (TJ),Automotive,AEC-Q101,Surface Mount,SC-70-6,"6-TSSOP, SC-88, SOT-363"
https://www.infineon.com/dgdl/irf7493pbf.pdf?fileId=5546d462533600a4015355ffcce21c40,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/448_8-SOIC.jpg,"IRF7493PBFTR-ND,IRF7493PBFCT-ND,IRF7493PBFDKR-ND",IRF7493TRPBF,Infineon Technologies,Infineon Technologies,MOSFET N-CH 80V 9.3A 8SO,"10,910",59.05,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",HEXFET®,Active,N-Channel,MOSFET (Metal Oxide),80 V,9.3A (Tc),10V,"15mOhm @ 5.6A, 10V",4V @ 250µA,53 nC @ 10 V,±20V,1510 pF @ 25 V,-,2.5W (Tc),-55°C ~ 150°C (TJ),-,-,Surface Mount,8-SO,"8-SOIC (0.154"", 3.90mm Width)"
https://www.diodes.com/assets/Datasheets/ZXMN10A07F.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"ZXMN10A07FTR-ND,ZXMN10A07FCT-ND,ZXMN10A07FDKR-ND",ZXMN10A07FTA,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 100V 700MA SOT23-3,"9,176",59.05,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,700mA (Ta),"6V, 10V","700mOhm @ 1.5A, 10V",4V @ 250µA,2.9 nC @ 10 V,±20V,138 pF @ 50 V,-,625mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.vishay.com/docs/66717/sq2337es.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg,"742-SQ2337ES-T1_BE3TR-ND,742-SQ2337ES-T1_BE3CT-ND,742-SQ2337ES-T1_BE3DKR-ND",SQ2337ES-T1_BE3,Vishay Siliconix,Vishay Siliconix,MOSFET P-CH 80V 2.2A SOT23-3,"2,66,392",59.91,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,P-Channel,MOSFET (Metal Oxide),80 V,2.2A (Tc),"6V, 10V","290mOhm @ 1.2A, 10V",2.5V @ 250µA,18 nC @ 10 V,±20V,620 pF @ 40 V,-,3W (Tc),-55°C ~ 175°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://assets.nexperia.com/documents/data-sheet/BUK9880-55A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT223%7E%7E4.jpg,"1727-2230-2-ND,1727-2230-1-ND,1727-2230-6-ND",BUK9880-55A/CUX,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 55V 7A SOT223,"1,14,946",59.91,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),55 V,7A (Tc),"4.5V, 10V","73mOhm @ 8A, 10V",2V @ 1mA,11 nC @ 5 V,±15V,584 pF @ 25 V,-,8W (Tc),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-223,"TO-261-4, TO-261AA"
https://www.aosmd.com/res/data_sheets/AONR21321.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00047%7E%7E8.jpg,"785-1797-2-ND,785-1797-1-ND,785-1797-6-ND",AONR21321,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET P-CH 30V 24A 8DFN,"1,60,897",60.76,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),30 V,24A (Tc),"4.5V, 10V","16.5mOhm @ 12A, 10V",2.3V @ 250µA,34 nC @ 10 V,±25V,1180 pF @ 15 V,-,"4.1W (Ta), 24W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,8-DFN-EP (3x3),8-PowerVDFN
https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc3960-datasheet?assetguid=126ecff0-d953-45b1-be5e-93ecf179f43d,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6158/212%7ESOT223%7E%7E4.jpg,"5656-CPC3960ZTR-ND,5656-CPC3960ZTRCT-ND,5656-CPC3960ZTRDKR-ND",CPC3960ZTR,Littelfuse Inc.,Littelfuse Inc.,MOSFET N-CH 600V SOT223,"8,709",60.76,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,"N-Channel, Depletion Mode",MOSFET (Metal Oxide),600 V,-,0V,"44Ohm @ 100mA, 0V",-,-,±15V,100 pF @ 25 V,-,1.8W (Ta),-55°C ~ 125°C (TJ),-,-,Surface Mount,SOT-223,"TO-261-4, TO-261AA"
https://www.aosmd.com/res/data_sheets/AOSP36326C.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/785%7EPO-00004%7E%7E8.jpg,"785-AOSP36326CTR-ND,785-AOSP36326CCT-ND,785-AOSP36326CDKR-ND",AOSP36326C,Alpha & Omega Semiconductor Inc.,Alpha & Omega Semiconductor Inc.,MOSFET N-CH 30V 12A 8SOIC,"2,530",60.76,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,12A (Ta),"4.5V, 10V","11mOhm @ 12A, 10V",2.3V @ 250µA,15 nC @ 10 V,±20V,542 pF @ 15 V,-,2.5W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,8-SOIC,"8-SOIC (0.154"", 3.90mm Width)"
https://www.diodes.com/assets/Datasheets/DMP6110SFDF.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/31%7EU-DFN2020-6-TYPEF%7EF%7E6.jpg,"DMP6110SFDF-7DITR-ND,DMP6110SFDF-7DICT-ND,DMP6110SFDF-7DIDKR-ND",DMP6110SFDF-7,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 60V 4.2A 6UDFN,"36,427",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),60 V,4.2A (Ta),"4.5V, 10V","110mOhm @ 4.5A, 10V",3V @ 250µA,17.2 nC @ 10 V,±20V,969 pF @ 30 V,-,1.97W (Ta),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,U-DFN2020-6 (Type F),6-UDFN Exposed Pad
https://assets.nexperia.com/documents/data-sheet/BUK98150-55A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6161/1727%7ESOT223%7E%7E4.jpg,"1727-2224-2-ND,1727-2224-1-ND,1727-2224-6-ND",BUK98150-55A/CUF,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 55V 5.5A SOT223,"33,140",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchMOS™,Active,N-Channel,MOSFET (Metal Oxide),55 V,5.5A (Tc),"4.5V, 10V","137mOhm @ 5A, 10V",2V @ 1mA,5.3 nC @ 5 V,±15V,320 pF @ 25 V,-,8W (Tc),-55°C ~ 150°C (TJ),Automotive,AEC-Q101,Surface Mount,SOT-223,"TO-261-4, TO-261AA"
https://assets.nexperia.com/documents/data-sheet/PSMN075-100MSE.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6488/1727%7ESOT1210%7E%7E8.jpg,"1727-1085-2-ND,1727-1085-1-ND,1727-1085-6-ND",PSMN075-100MSEX,Nexperia USA Inc.,Nexperia USA Inc.,MOSFET N-CH 100V 18A LFPAK33,"29,285",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,18A (Tj),10V,"71mOhm @ 5A, 10V",4V @ 1mA,16.4 nC @ 10 V,±20V,773 pF @ 50 V,-,65W (Tc),-55°C ~ 175°C (TJ),-,-,Surface Mount,LFPAK33,"SOT-1210, 8-LFPAK33 (5-Lead)"
https://www.vishay.com/docs/63277/sia441dj.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5934%7EDJ%7E6.jpg,"SIA441DJ-T1-GE3TR-ND,SIA441DJ-T1-GE3CT-ND,SIA441DJ-T1-GE3DKR-ND",SIA441DJ-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET P-CH 40V 12A PPAK SC70-6,"28,777",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,P-Channel,MOSFET (Metal Oxide),40 V,12A (Tc),"4.5V, 10V","47mOhm @ 4.4A, 10V",2.2V @ 250µA,35 nC @ 10 V,±20V,890 pF @ 20 V,-,19W (Tc),-55°C ~ 150°C (TJ),-,-,Surface Mount,PowerPAK® SC-70-6,PowerPAK® SC-70-6
https://www.vishay.com/docs/65333/sq3427aeev.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5540%7EDV%2CEV%7E6.jpg,"SQ3427AEEV-T1_GE3TR-ND,SQ3427AEEV-T1_GE3CT-ND,SQ3427AEEV-T1_GE3DKR-ND",SQ3427AEEV-T1_GE3,Vishay Siliconix,Vishay Siliconix,MOSFET P-CH 60V 5.3A 6TSOP,"8,464",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,P-Channel,MOSFET (Metal Oxide),60 V,5.3A (Tc),10V,"95mOhm @ 4.5A, 10V",2.5V @ 250µA,22 nC @ 10 V,±20V,1000 pF @ 30 V,-,5W (Tc),-55°C ~ 175°C (TJ),Automotive,AEC-Q101,Surface Mount,6-TSOP,"SOT-23-6 Thin, TSOT-23-6"
//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6165/rsr030n06tl-e.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/846%7ETSMT3%7ER%7E3.jpg,"RSR030N06TLTR-ND,RSR030N06TLCT-ND,RSR030N06TLDKR-ND",RSR030N06TL,Rohm Semiconductor,Rohm Semiconductor,MOSFET N-CH 60V 3A TSMT3,"4,158",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Not For New Designs,N-Channel,MOSFET (Metal Oxide),60 V,3A (Ta),"4V, 10V","85mOhm @ 3A, 10V",2.5V @ 1mA,-,±20V,380 pF @ 10 V,-,540mW (Ta),150°C (TJ),-,-,Surface Mount,TSMT3,SC-96
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcsd19538q3a,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6184/296%7E8VSONP-.90-3.3X3.3%7EDNH%7E8.jpg,"296-44352-2-ND,296-44352-1-ND,296-44352-6-ND",CSD19538Q3A,Texas Instruments,Texas Instruments,MOSFET N-CH 100V 15A 8VSON,"1,520",61.62,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",NexFET™,Active,N-Channel,MOSFET (Metal Oxide),100 V,15A (Ta),"6V, 10V","59mOhm @ 5A, 10V",3.8V @ 250µA,4.3 nC @ 10 V,±20V,454 pF @ 50 V,-,"2.8W (Ta), 23W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,8-VSONP (3x3.3),8-PowerVDFN
https://www.infineon.com/dgdl/BSZ060NE2LS_Rev+2.1.pdf?folderId=db3a304313b8b5a60113cee8763b02d7&fileId=db3a30432ea425a4012ec927cb360e1f,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/448%7EPPG-TSDSON-8-FUSEDLEADS-1.1%7E%7E8.jpg,"BSZ060NE2LSATMA1TR-ND,BSZ060NE2LSATMA1CT-ND,BSZ060NE2LSATMA1DKR-ND",BSZ060NE2LSATMA1,Infineon Technologies,Infineon Technologies,MOSFET N-CH 25V 12A/40A TSDSON,"36,669",62.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",OptiMOS™,Active,N-Channel,MOSFET (Metal Oxide),25 V,"12A (Ta), 40A (Tc)","4.5V, 10V","6mOhm @ 20A, 10V",2V @ 250µA,9.1 nC @ 10 V,±20V,670 pF @ 12 V,-,"2.1W (Ta), 26W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,PG-TSDSON-8-FL,8-PowerTDFN
https://www.vishay.com/docs/72225/tn2404k.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg,"TN2404K-T1-E3TR-ND,TN2404K-T1-E3CT-ND,TN2404K-T1-E3DKR-ND",TN2404K-T1-E3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 240V 200MA SOT23-3,"13,602",62.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),240 V,200mA (Ta),"2.5V, 10V","4Ohm @ 300mA, 10V",2V @ 250µA,8 nC @ 10 V,±20V,-,-,360mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
https://www.diodes.com/assets/Datasheets/ZXMN10A08E6.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7ESOT26%7EK%2CW%7E6.jpg,"ZXMN10A08E6TR-ND,ZXMN10A08E6CT-ND,ZXMN10A08E6DKR-ND",ZXMN10A08E6TA,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 100V 1.5A SOT26,"6,422",62.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,1.5A (Ta),"6V, 10V","250mOhm @ 3.2A, 10V",4V @ 250µA,7.7 nC @ 10 V,±20V,405 pF @ 50 V,-,1.1W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-26,SOT-23-6
https://services.taiwansemi.com/storage/resources/datasheet/TSM340N06_D14.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6503/1801%7ETO252%28DPAK%29%7E%7E2.jpg,"TSM340N06CPROGTR-ND,TSM340N06CPROGCT-ND,TSM340N06CPROGDKR-ND",TSM340N06CP ROG,Taiwan Semiconductor Corporation,Taiwan Semiconductor Corporation,MOSFET N-CHANNEL 60V 30A TO252,"5,836",62.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,30A (Tc),"4.5V, 10V","34mOhm @ 15A, 10V",2.5V @ 250µA,16.6 nC @ 10 V,±20V,1180 pF @ 30 V,-,66W (Tc),150°C (TJ),-,-,Surface Mount,TO-252 (DPAK),"TO-252-3, DPAK (2 Leads + Tab), SC-63"
https://www.infineon.com/dgdl/Infineon-BSZ063N04LS6-DS-v02_00-EN.pdf?fileId=5546d462689a790c0168bd2c3cd94829,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/448%7EPPG-TSDSON-8-FUSEDLEADS-1.1%7E%7E8.jpg,"448-BSZ063N04LS6ATMA1TR-ND,448-BSZ063N04LS6ATMA1CT-ND,448-BSZ063N04LS6ATMA1DKR-ND",BSZ063N04LS6ATMA1,Infineon Technologies,Infineon Technologies,MOSFET N-CH 40V 15A/40A TSDSON,"4,479",62.47,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",OptiMOS™ 6,Active,N-Channel,MOSFET (Metal Oxide),40 V,"15A (Ta), 40A (Tc)","4.5V, 10V","6.3mOhm @ 20A, 10V",2.3V @ 250µA,9.5 nC @ 10 V,±20V,650 pF @ 20 V,-,"2.5W (Ta), 38W (Tc)",-55°C ~ 175°C (TJ),-,-,Surface Mount,PG-TSDSON-8-FL,8-PowerTDFN
https://www.diodes.com/assets/Datasheets/DMN3032LE.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4895/31%7ESOT223%7EE%2CG%2CH%7E4.JPG,"DMN3032LE-13DITR-ND,DMN3032LE-13DICT-ND,DMN3032LE-13DIDKR-ND",DMN3032LE-13,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 30V 5.6A SOT223,"74,128",63.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),30 V,5.6A (Ta),"4.5V, 10V","29mOhm @ 3.2A, 10V",2V @ 250µA,11.3 nC @ 10 V,±20V,498 pF @ 15 V,-,1.8W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-223-3,"TO-261-4, TO-261AA"
https://www.diodes.com/assets/Datasheets/ds32033.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4895/31%7ESOT223%7EE%2CG%2CH%7E4.JPG,"DMN6068SE-13TR-ND,DMN6068SE-13CT-ND,DMN6068SE-13DKR-ND",DMN6068SE-13,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 4.1A SOT223,"20,696",63.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,4.1A (Ta),"4.5V, 10V","68mOhm @ 12A, 10V",3V @ 250µA,10.3 nC @ 10 V,±20V,502 pF @ 30 V,-,2W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-223-3,"TO-261-4, TO-261AA"
https://www.vishay.com/docs/91320/sihll110.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5969%7EL%7E4.jpg,"IRLL110PBFTR-ND,IRLL110PBFCT-ND,IRLL110PBFDKR-ND",IRLL110TRPBF,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 100V 1.5A SOT223,"19,269",63.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),100 V,1.5A (Tc),"4V, 5V","540mOhm @ 900mA, 5V",2V @ 250µA,6.1 nC @ 5 V,±10V,250 pF @ 25 V,-,"2W (Ta), 3.1W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-223,"TO-261-4, TO-261AA"
https://www.vishay.com/docs/76785/sis862adn.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5882%7EDN%7E8.jpg,"SIS862ADN-T1-GE3TR-ND,SIS862ADN-T1-GE3CT-ND,SIS862ADN-T1-GE3DKR-ND",SIS862ADN-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 60V 15.8A/52A PPAK,"2,286",63.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET® Gen IV,Active,N-Channel,MOSFET (Metal Oxide),60 V,"15.8A (Ta), 52A (Tc)","4.5V, 10V","7.2mOhm @ 10A, 10V",2.5V @ 250µA,30 nC @ 10 V,±20V,1235 pF @ 30 V,-,"3.6W (Ta), 39W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,PowerPAK® 1212-8,PowerPAK® 1212-8
https://www.vishay.com/docs/75888/sis110dn.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5882%7EDN%7E8.jpg,"SIS110DN-T1-GE3TR-ND,SIS110DN-T1-GE3CT-ND,SIS110DN-T1-GE3DKR-ND",SIS110DN-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET N-CH 100V 5.2A/14.2A PPAK,"19,524",64.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET® Gen IV,Active,N-Channel,MOSFET (Metal Oxide),100 V,"5.2A (Ta), 14.2A (Tc)","7.5V, 10V","54mOhm @ 4A, 10V",4V @ 250µA,13 nC @ 10 V,±20V,550 pF @ 50 V,-,"3.2W (Ta), 24W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,PowerPAK® 1212-8,PowerPAK® 1212-8
https://www.diodes.com/assets/Datasheets/DMN6068LK3.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6210/31%7ETO252-2%7ED%2CK%7E2.jpg,"DMN6068LK3-13DITR-ND,DMN6068LK3-13DICT-ND,DMN6068LK3-13DIDKR-ND",DMN6068LK3-13,Diodes Incorporated,Diodes Incorporated,MOSFET N-CH 60V 6A TO252-3,"9,407",64.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,N-Channel,MOSFET (Metal Oxide),60 V,6A (Ta),"4.5V, 10V","68mOhm @ 12A, 10V",3V @ 250µA,10.3 nC @ 10 V,±20V,502 pF @ 30 V,-,2.12W (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,TO-252-3,"TO-252-3, DPAK (2 Leads + Tab), SC-63"
https://www.diodes.com/assets/Datasheets/ZVP1320F.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4806/31%7ESOT23-3%7EF%2CN%2CSA%7E3.JPG,"ZVP1320FTR-ND,ZVP1320FCT-ND,ZVP1320FDKR-ND",ZVP1320FTA,Diodes Incorporated,Diodes Incorporated,MOSFET P-CH 200V 35MA SOT23-3,"6,857",64.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,P-Channel,MOSFET (Metal Oxide),200 V,35mA (Ta),10V,"80Ohm @ 50mA, 10V",3.5V @ 1mA,-,±20V,50 pF @ 25 V,-,350mW (Ta),-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3,"TO-236-3, SC-59, SOT-23-3"
https://www.vishay.com/docs/67189/si4447ad.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5498%7EDY%2CEY%7E8.jpg,"SI4447ADY-T1-GE3TR-ND,SI4447ADY-T1-GE3CT-ND,SI4447ADY-T1-GE3DKR-ND",SI4447ADY-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET P-CH 40V 7.2A 8SO,"6,488",64.19,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Active,P-Channel,MOSFET (Metal Oxide),40 V,7.2A (Tc),"4.5V, 10V","45mOhm @ 5A, 10V",2.5V @ 250µA,38 nC @ 10 V,±20V,970 pF @ 20 V,-,4.2W (Tc),-55°C ~ 150°C (TJ),-,-,Surface Mount,8-SOIC,"8-SOIC (0.154"", 3.90mm Width)"
https://www.vishay.com/docs/66709/si2319cd.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/742%7E5479%7EDS%2CE%2CK%7E3.jpg,"SI2319CDS-T1-GE3TR-ND,SI2319CDS-T1-GE3CT-ND,SI2319CDS-T1-GE3DKR-ND",SI2319CDS-T1-GE3,Vishay Siliconix,Vishay Siliconix,MOSFET P-CH 40V 4.4A SOT23-3,"42,254",65.04,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",TrenchFET®,Not For New Designs,P-Channel,MOSFET (Metal Oxide),40 V,4.4A (Tc),"4.5V, 10V","77mOhm @ 3.1A, 10V",2.5V @ 250µA,21 nC @ 10 V,±20V,595 pF @ 20 V,-,"1.25W (Ta), 2.5W (Tc)",-55°C ~ 150°C (TJ),-,-,Surface Mount,SOT-23-3 (TO-236),"TO-236-3, SC-59, SOT-23-3"
